registry_id	entry_id	entry_protocol_id
minecraft:activity	minecraft:core	0
minecraft:activity	minecraft:hide	9
minecraft:activity	minecraft:idle	1
minecraft:activity	minecraft:meet	5
minecraft:activity	minecraft:panic	6
minecraft:activity	minecraft:play	3
minecraft:activity	minecraft:pre_raid	8
minecraft:activity	minecraft:raid	7
minecraft:activity	minecraft:rest	4
minecraft:activity	minecraft:work	2
minecraft:biome	minecraft:badlands	37
minecraft:biome	minecraft:badlands_plateau	39
minecraft:biome	minecraft:bamboo_jungle	168
minecraft:biome	minecraft:bamboo_jungle_hills	169
minecraft:biome	minecraft:beach	16
minecraft:biome	minecraft:birch_forest	27
minecraft:biome	minecraft:birch_forest_hills	28
minecraft:biome	minecraft:cold_ocean	46
minecraft:biome	minecraft:dark_forest	29
minecraft:biome	minecraft:dark_forest_hills	157
minecraft:biome	minecraft:deep_cold_ocean	49
minecraft:biome	minecraft:deep_frozen_ocean	50
minecraft:biome	minecraft:deep_lukewarm_ocean	48
minecraft:biome	minecraft:deep_ocean	24
minecraft:biome	minecraft:deep_warm_ocean	47
minecraft:biome	minecraft:desert	2
minecraft:biome	minecraft:desert_hills	17
minecraft:biome	minecraft:desert_lakes	130
minecraft:biome	minecraft:end_barrens	43
minecraft:biome	minecraft:end_highlands	42
minecraft:biome	minecraft:end_midlands	41
minecraft:biome	minecraft:eroded_badlands	165
minecraft:biome	minecraft:flower_forest	132
minecraft:biome	minecraft:forest	4
minecraft:biome	minecraft:frozen_ocean	10
minecraft:biome	minecraft:frozen_river	11
minecraft:biome	minecraft:giant_spruce_taiga	160
minecraft:biome	minecraft:giant_spruce_taiga_hills	161
minecraft:biome	minecraft:giant_tree_taiga	32
minecraft:biome	minecraft:giant_tree_taiga_hills	33
minecraft:biome	minecraft:gravelly_mountains	131
minecraft:biome	minecraft:ice_spikes	140
minecraft:biome	minecraft:jungle	21
minecraft:biome	minecraft:jungle_edge	23
minecraft:biome	minecraft:jungle_hills	22
minecraft:biome	minecraft:lukewarm_ocean	45
minecraft:biome	minecraft:modified_badlands_plateau	167
minecraft:biome	minecraft:modified_gravelly_mountains	162
minecraft:biome	minecraft:modified_jungle	149
minecraft:biome	minecraft:modified_jungle_edge	151
minecraft:biome	minecraft:modified_wooded_badlands_plateau	166
minecraft:biome	minecraft:mountain_edge	20
minecraft:biome	minecraft:mountains	3
minecraft:biome	minecraft:mushroom_field_shore	15
minecraft:biome	minecraft:mushroom_fields	14
minecraft:biome	minecraft:nether	8
minecraft:biome	minecraft:ocean	0
minecraft:biome	minecraft:plains	1
minecraft:biome	minecraft:river	7
minecraft:biome	minecraft:savanna	35
minecraft:biome	minecraft:savanna_plateau	36
minecraft:biome	minecraft:shattered_savanna	163
minecraft:biome	minecraft:shattered_savanna_plateau	164
minecraft:biome	minecraft:small_end_islands	40
minecraft:biome	minecraft:snowy_beach	26
minecraft:biome	minecraft:snowy_mountains	13
minecraft:biome	minecraft:snowy_taiga	30
minecraft:biome	minecraft:snowy_taiga_hills	31
minecraft:biome	minecraft:snowy_taiga_mountains	158
minecraft:biome	minecraft:snowy_tundra	12
minecraft:biome	minecraft:stone_shore	25
minecraft:biome	minecraft:sunflower_plains	129
minecraft:biome	minecraft:swamp	6
minecraft:biome	minecraft:swamp_hills	134
minecraft:biome	minecraft:taiga	5
minecraft:biome	minecraft:taiga_hills	19
minecraft:biome	minecraft:taiga_mountains	133
minecraft:biome	minecraft:tall_birch_forest	155
minecraft:biome	minecraft:tall_birch_hills	156
minecraft:biome	minecraft:the_end	9
minecraft:biome	minecraft:the_void	127
minecraft:biome	minecraft:warm_ocean	44
minecraft:biome	minecraft:wooded_badlands_plateau	38
minecraft:biome	minecraft:wooded_hills	18
minecraft:biome	minecraft:wooded_mountains	34
minecraft:biome_source_type	minecraft:checkerboard	0
minecraft:biome_source_type	minecraft:fixed	1
minecraft:biome_source_type	minecraft:the_end	3
minecraft:biome_source_type	minecraft:vanilla_layered	2
minecraft:block	minecraft:acacia_button	304
minecraft:block	minecraft:acacia_door	480
minecraft:block	minecraft:acacia_fence	475
minecraft:block	minecraft:acacia_fence_gate	470
minecraft:block	minecraft:acacia_leaves	62
minecraft:block	minecraft:acacia_log	38
minecraft:block	minecraft:acacia_planks	17
minecraft:block	minecraft:acacia_pressure_plate	176
minecraft:block	minecraft:acacia_sapling	23
minecraft:block	minecraft:acacia_sign	156
minecraft:block	minecraft:acacia_slab	448
minecraft:block	minecraft:acacia_stairs	367
minecraft:block	minecraft:acacia_trapdoor	219
minecraft:block	minecraft:acacia_wall_sign	166
