registry_id	entry_id	entry_protocol_id
minecraft:activity	minecraft:admire_item	12
minecraft:activity	minecraft:avoid	13
minecraft:activity	minecraft:celebrate	11
minecraft:activity	minecraft:core	0
minecraft:activity	minecraft:fight	10
minecraft:activity	minecraft:hide	9
minecraft:activity	minecraft:idle	1
minecraft:activity	minecraft:long_jump	16
minecraft:activity	minecraft:meet	5
minecraft:activity	minecraft:panic	6
minecraft:activity	minecraft:play	3
minecraft:activity	minecraft:play_dead	15
minecraft:activity	minecraft:pre_raid	8
minecraft:activity	minecraft:raid	7
minecraft:activity	minecraft:ram	17
minecraft:activity	minecraft:rest	4
minecraft:activity	minecraft:ride	14
minecraft:activity	minecraft:work	2
minecraft:attribute	minecraft:generic.armor	8
minecraft:attribute	minecraft:generic.armor_toughness	9
minecraft:attribute	minecraft:generic.attack_damage	5
minecraft:attribute	minecraft:generic.attack_knockback	6
minecraft:attribute	minecraft:generic.attack_speed	7
minecraft:attribute	minecraft:generic.flying_speed	4
minecraft:attribute	minecraft:generic.follow_range	1
minecraft:attribute	minecraft:generic.knockback_resistance	2
minecraft:attribute	minecraft:generic.luck	10
minecraft:attribute	minecraft:generic.max_health	0
minecraft:attribute	minecraft:generic.movement_speed	3
minecraft:attribute	minecraft:horse.jump_strength	12
minecraft:attribute	minecraft:zombie.spawn_reinforcements	11
minecraft:block	minecraft:acacia_button	325
minecraft:block	minecraft:acacia_door	502
minecraft:block	minecraft:acacia_fence	497
minecraft:block	minecraft:acacia_fence_gate	492
minecraft:block	minecraft:acacia_leaves	66
minecraft:block	minecraft:acacia_log	42
minecraft:block	minecraft:acacia_planks	17
minecraft:block	minecraft:acacia_pressure_plate	185
minecraft:block	minecraft:acacia_sapling	23
minecraft:block	minecraft:acacia_sign	165
minecraft:block	minecraft:acacia_slab	470
minecraft:block	minecraft:acacia_stairs	388
minecraft:block	minecraft:acacia_trapdoor	234
minecraft:block	minecraft:acacia_wall_sign	175
minecraft:block	minecraft:acacia_wood	54
minecraft:block	minecraft:activator_rail	354
minecraft:block	minecraft:air	0
minecraft:block	minecraft:allium	128
minecraft:block	minecraft:amethyst_block	811
minecraft:block	minecraft:amethyst_cluster	813
minecraft:block	minecraft:ancient_debris	749
minecraft:block	minecraft:andesite	6
minecraft:block	minecraft:andesite_slab	664
minecraft:block	minecraft:andesite_stairs	651
minecraft:block	minecraft:andesite_wall	675
minecraft:block	minecraft:anvil	339
minecraft:block	minecraft:attached_melon_stem	254
minecraft:block	minecraft:attached_pumpkin_stem	253
minecraft:block	minecraft:azalea	862
minecraft:block	minecraft:azalea_leaves	68
minecraft:block	minecraft:azure_bluet	129
minecraft:block	minecraft:bamboo	636
minecraft:block	minecraft:bamboo_sapling	635
minecraft:block	minecraft:barrel	682
minecraft:block	minecraft:barrier	391
minecraft:block	minecraft:basalt	204
minecraft:block	minecraft:beacon	291
minecraft:block	minecraft:bedrock	25
minecraft:block	minecraft:bee_nest	744
