registry_id	entry_id	entry_protocol_id
minecraft:activity	minecraft:admire_item	12
minecraft:activity	minecraft:avoid	13
minecraft:activity	minecraft:celebrate	11
minecraft:activity	minecraft:core	0
minecraft:activity	minecraft:fight	10
minecraft:activity	minecraft:hide	9
minecraft:activity	minecraft:idle	1
minecraft:activity	minecraft:meet	5
minecraft:activity	minecraft:panic	6
minecraft:activity	minecraft:play	3
minecraft:activity	minecraft:pre_raid	8
minecraft:activity	minecraft:raid	7
minecraft:activity	minecraft:rest	4
minecraft:activity	minecraft:ride	14
minecraft:activity	minecraft:work	2
minecraft:attribute	minecraft:generic.armor	8
minecraft:attribute	minecraft:generic.armor_toughness	9
minecraft:attribute	minecraft:generic.attack_damage	5
minecraft:attribute	minecraft:generic.attack_knockback	6
minecraft:attribute	minecraft:generic.attack_speed	7
minecraft:attribute	minecraft:generic.flying_speed	4
minecraft:attribute	minecraft:generic.follow_range	1
minecraft:attribute	minecraft:generic.knockback_resistance	2
minecraft:attribute	minecraft:generic.luck	10
minecraft:attribute	minecraft:generic.max_health	0
minecraft:attribute	minecraft:generic.movement_speed	3
minecraft:attribute	minecraft:horse.jump_strength	12
minecraft:attribute	minecraft:zombie.spawn_reinforcements	11
minecraft:block	minecraft:acacia_button	312
minecraft:block	minecraft:acacia_door	488
minecraft:block	minecraft:acacia_fence	483
minecraft:block	minecraft:acacia_fence_gate	478
minecraft:block	minecraft:acacia_leaves	63
minecraft:block	minecraft:acacia_log	39
minecraft:block	minecraft:acacia_planks	17
minecraft:block	minecraft:acacia_pressure_plate	178
minecraft:block	minecraft:acacia_sapling	23
minecraft:block	minecraft:acacia_sign	158
minecraft:block	minecraft:acacia_slab	456
minecraft:block	minecraft:acacia_stairs	375
minecraft:block	minecraft:acacia_trapdoor	226
minecraft:block	minecraft:acacia_wall_sign	168
minecraft:block	minecraft:acacia_wood	51
minecraft:block	minecraft:activator_rail	341
minecraft:block	minecraft:air	0
minecraft:block	minecraft:allium	122
minecraft:block	minecraft:ancient_debris	735
minecraft:block	minecraft:andesite	6
minecraft:block	minecraft:andesite_slab	650
minecraft:block	minecraft:andesite_stairs	637
minecraft:block	minecraft:andesite_wall	661
minecraft:block	minecraft:anvil	326
minecraft:block	minecraft:attached_melon_stem	246
minecraft:block	minecraft:attached_pumpkin_stem	245
minecraft:block	minecraft:azure_bluet	123
minecraft:block	minecraft:bamboo	622
minecraft:block	minecraft:bamboo_sapling	621
minecraft:block	minecraft:barrel	668
minecraft:block	minecraft:barrier	378
minecraft:block	minecraft:basalt	196
minecraft:block	minecraft:beacon	278
minecraft:block	minecraft:bedrock	25
minecraft:block	minecraft:bee_nest	730
minecraft:block	minecraft:beehive	731
minecraft:block	minecraft:beetroots	497
minecraft:block	minecraft:bell	677
minecraft:block	minecraft:birch_button	310
minecraft:block	minecraft:birch_door	486
minecraft:block	minecraft:birch_fence	481
minecraft:block	minecraft:birch_fence_gate	476
minecraft:block	minecraft:birch_leaves	61
